id,b,c,v,t
42007008,42,7,8,"Ic eom an man under anwealde ge-sett; cæmpen under me hæbbende. & ïch segge þissen ga; & he gæð. & ïch segge þissen cum; þonne cymð he. & ïch segge mine þeowe þis do; & he hit deð."
42007009,42,7,9,"Ða wundrede se hælend þam ge-hyrden. & cwæð. to þare manigeo be-wend. Soðlice ic segge eow ne funde ich on israel swa mychele ge-leafen."
42007010,42,7,10,"& þa þa ham comen þe asende wæren hyo ge-metten halne þanne þe ær utrum wæs."
42007011,42,7,11,"Þa wæs syððen ge-worðen he ferde on þa ceastre þe ys ge-nemned naym; & mid hym ferden his leorning-cnyhtes. & mycel manigeo."
42007012,42,7,12,"Þa he ge-nehlahte þare ceastre gate þa wæs þær an dead man ge-boren ane wudewon sune. þe nænne oðerne næfde. & syo wudewe wæs þær. & mycel menigeo þare burh-wære mïd hire."
42007013,42,7,13,"Ða se hælend hyo ge-seah. Ða wæs he mïd mildheortnysse ofer hyo ge-felled. & cwæð to hire. ne wep þu na."
42007014,42,7,14,"Þa ge-nehleahte he & þa cheste ætran. þa æt-stoden þa þe hine beren. Ða cwæð se hælend. Eala geonge þe is (sic) segge aris."
42007015,42,7,15,"Þa aras se þe dead wæs. & ongan spræcen. þa agef he hine his moder."
42007016,42,7,16,"Þa ofer-eode eyge hyo ealle. & hyo god mersodon & cwæðen. þt mare witega on us aras. & þæt god his folce ge-neosode."
42007017,42,7,17,"Ða ferde þeos spræce be him on eallen iudea & embe eall þæt rice."
42007018,42,7,18,"Ða cyddan iohannes leorning-cnihtes him be eallen þisen þingen."
42007019,42,7,19,"Ða cleopede iohannes twegen of his leorning-cnihten to hym. & sende to þam halende & þus cwæð. Ert þu þe to cumene ert; hweðer þe we oðres sculon on-bidon."
42007020,42,7,20,"Ða hyo to him comen þus hyo cwæðen. Iohannes se fulluhtere us sende to þe & þus cwæð. Ert þu þe to cumene ert. þe we sculon oðres on-bidan."
42007021,42,7,21,"Soðlice on þare tide he ge-hælde manege of adlen. ge of witen. & of yfele gasten. & manegen blinden he ge-sihþe for-gef."
42007022,42,7,22,"þa cwæð se hælend. Fareð end kydað Iohanne þa þing þe ge ge-seagen & ge-hyrden. þt blinde ge-seoð. & healte gað. hrefle synde ge-helde. deafe ge-hereð. deade ariseð. þærfen bodiað."
42007023,42,7,23,"& eadige beoð swa hwilc swa ne beoð on me ge-untreowsod."
42007024,42,7,24,"And þa þa iohannes arend-dracan ferdon; þa cwæð se hælend to þam folce be Iohanne. hwi ferde ge on westene ge-seon þt reod þe bieð mid winde astyred."
42007025,42,7,25,"Ac hwi ferde ge. to ge-seonne þanne man mid hnescan reafen ge-scyrdne. Þa þe sende on deorwurðe reafe & on esten."
42007026,42,7,26,"Ac hwi ferde ge þanne witegan ge-seon witodlice ich eow segge he ys mare þanne witega."
42007027,42,7,27,"Þes is be þam þe awriten ïs. nu ïch asende minne ængel be-foran þine ansyene; se ge-gerewed þinne weig be-foran þe."
42007028,42,7,28,"Soðlice ïch eow segge nis be-tweox wife bearnen nan mare witegen. þanne iohannes se fulluhtere. Se þe ys læsse on godes rice; se is his mare;"
42007029,42,7,29,"& eall folc his herende sunder-halgen god heredon & ge-fullode on Iohannes fulluhte."
42007030,42,7,30,"Soðlice þa sunder-halgen & þa lage-gleawen for-hugedon þas hælendes ge-þoht on heom sylfen na fram þam hælende ge-fullode."
42007031,42,7,31,"Hwan telle ic ge-lic þeosse cneorisse men. & hwam synde hi  ge-lice."
42007032,42,7,32,"Hyo synde gelice cylden on strete sittende & sprecende be-tweox heom. & cwæðende. We sungen eow be harpen. & ge ne salteredon. we heofoden & ge ne weopen."
42007033,42,7,33,"Soðlice Iohannes com se fulluhtere hlaf ne etende ne win drinkende. & ge cweðed. deofel-seocnysse he hafð."
42007034,42,7,34,"Mannes sune com etende & drinkende. & ge cweðað þes man ys swelgende & win drinkende. manfulra & senfulre freond."
42007035,42,7,35,"And wisdom ïs ge-rihtwised on eallen his bearnen."
42007036,42,7,36,"Þa bæd sum hine of þam sunder-halgen þt he mid hym æte. Þa eode he in-to þas fariseiscen huse & ge-sæt."
42007037,42,7,37,"And þa þæt wif þe wæs on þare ceastre synful þa hy on-cneow þæt he sæt on þas farisees huse. hyo brohte hire sealfe-box."
42007038,42,7,38,"& stod wið-eften his fet. & on-gan mid hire tearen his fet þwean. & dreide mid hire heafdes fexe. & kyste hys fet. & mid sealfe smerede."
42007039,42,7,39,"Ða se sunder-halge þe hine in-laðede þæt ge-seah; he cwæð on his ge-þance. Gif þes man witege wære. witodlice he wiste hwæt & hwilc þæt wif wære þe his æt-rind. þæt hyo synful ïs."
42007040,42,7,40,"Ða cwæð se hælend him andsweriende. Simon ïch hæbbe þe to seggene sum þing. Ða  he. Lareow sege þanne."
42007041,42,7,41,"Twegen gafel-gyldon wæren sumen lænende; & scolde fif hund panege se an. & se oðer fiftig."
42007042,42,7,42,"Ða hyo næfden mid hwy hyo hit agulden. he hit heom bam for-gef. hwader lufede hine swiðre."
42007043,42,7,43,"Ða andswerede symon ic wene. se þe he mare for-gef. Ða cwæð he rihte þu demdest."
42007044,42,7,44,"Ða be-wende he hine to þam wife. & sægde symone. Ge-syhst þu þis wif; ïch eode in-to þinen huse. ne gefe þu me wæter to minen foten. Þeos mid hire tearen mine fet þweag. & mid hire locken dreide."
42007045,42,7,45,"Cos þu me ne gefe. þeos seððe ïch ïnn eode ne ge-swac þæt hyo mine fet ne kyste."
42007046,42,7,46,"Min heafed þu mid ele ne smeredest. þeos smerede mid sealfe mine fet."
42007047,42,7,47,"For þam ïch segge þe; hyre synde manege synne for-gefene. for þan þe hio me swiðe lufede. læsse lufod þam þe læsse for-gyfen ïs."
42007048,42,7,48,"Ða cwæð he to hire. ðe synde þine senne for-gefene."
42007049,42,7,49,"Þa be-gunnen þa þe þær sæten be-twux heom cweðen. hwæt is þes þe manne synne for-gyfð."
42007050,42,7,50,"Þa cwæð he to þan wife. þin geleafe þe dyde hal ga nu on sibbe."
42008001,42,8,1,"Syððon wæs ge-worðen þæt he ferde þurh þa ceastren. & þa ceastle godes rice predikende & bodiende. & hyo twelf mide."
42008002,42,8,2,"And sume wif þe wæren ge-helde of awweregeden gasten & untrumnyssen. sye magdalenisce Marie of þare seofan deofle ut-eoden."
42008003,42,8,3,"& iohann chuzan wif herodes ge-refen; & susanna & manega oþre þe him of hyra spede þenedon."
42008004,42,8,4,"Soðlice þa mycel manige com & of þa ceastren to hym efstum (sic); he saigde heom an bispel."
42008005,42,8,5,"Sum man hys sæd seow. þa he þæt seow sum feoll wið þanne weig & warð for-treden. & heofene fugeles hit fræton."
42008006,42,8,6,"And sum feoll ofer þanne stan & hit for-scranc for-þam-þe hyt wæten næfde."
42008007,42,8,7,"& sum feol on þa þornas; & þa þornes hit for-þrysmeden."
42008008,42,8,8,"And sum feoll on gode eorþan. & worhte hund-fealddne wæstme. Þa clypede he & cwæð. Ge-here se þe earen hæbbe."
42008009,42,8,9,"þa axseden hine hys leorning-cnihtes hwæt þt bispel wære."
42008010,42,8,10,"Ða cwæð he eow is ge-seald þt ge witen godes rices ge-ryne. & oðren on bi-spellen þaet hyo ge-seonde ne ge-seagen & ge-hyrende ne on-geoton."
42008011,42,8,11,"Soðlice þis is þæt bispell. þæt sæd is godes word."
42008012,42,8,12,"þa þe synd wið þanne weig. þæt synde þa þe ge-hyred. seoððen se deofel kymð and æt-briht þt word. of heora heortan þæt hio þurh þane ge-leafen hale ne ge-wurðað."
42008013,42,8,13,"Þa þe sinde ofer þanne stan; þa þæt word mid ge-fean on-foð. & þa næbbed wertrumen for-þan-þe hyo hwilon ge-leafen and awakieð on þare costnunge timen."
42008014,42,8,14,"Þæt sæð þt feoll on þa þornes þæt synde þa þe ge-hered. & of caren & of welen & of luston þys lifes synde for-þrysmede & nænne wæstme ne bringeð."
42008015,42,8,15,"Þæt feoll on þa goden eorðan. þt synde þa þe on godere & on selestre heortan ge-herende þt word healdeð ænd wæstme on ge-þilde bringed."
42008016,42,8,16,"Ne ofer-wercð nan man mid fæte his on-ælde leoht-fæt; oððe under beoð aset. ac ofer candel-stef asett. þæt þa ingangende þæt leoht ge-seon."
42008017,42,8,17,"Soðlice nis nan þing swa dygele þæt ne seo ge-swutelod. ne be-hyðð; þæt ne syo cuð. & open."
42008018,42,8,18,"Warniað hu ge ge-hyren; þam beod ge-seald ðe hæfeð. & swa hwilc þe næfeð þt he wene þt he hæbbe him beoð afirred."
42008019,42,8,19,"Hys moder & his ge-broðre him to comen. & hio ne mihte hine for þare manige ge-neoh-sian."
42008020,42,8,20,"Þa wæs him ge-cydeð. Ðin moder & þine ge-brodre standeð her ute willeð þe ge-seon."
42008021,42,8,21,"Þa cwæd he to heom. min moder & mine ge-brodre synde þa þe ge-hireð & doð godes word."
42008022,42,8,22,"Soðlice anen daige wæs ge-worðen þa þe he on scyp eode. & his leorning-cnihtes; þa cwæd he to heom. Vton seiglien ofer þisne mere. & hyo segledon þa."
42008023,42,8,23,"þa þe hyo reowan þa slep he. Þa com windj east & hyo forteden."
42008024,42,8,24,"Þa ge-nehlahten hyo him to & cwæðen hlaford we forwurðeð. Ða aras he & þreadde þane wind. & þas wæteres reðnysse. Ða ge-swac se wind & wærð mycel smoltnysse."
42008025,42,8,25,"Þa cwæð se hælend hwær is eower ge-leafe. Þa andreddon hio & wundredon. end be-twuxe heom cwæðen. Wenst þu hwæt is þes. þæt he be-beot windon. & sæ; & hy him hersumieð."
42008026,42,8,26,"Ða reowen hy to gerasenorum rice. þt is foren on-gean galileam."
42008027,42,8,27,"Ða he to lande com; him agen arn sum man se hæfde deofel-seocnysse lange tide. & næs mid nanen reafe ge-scrid. & ne mihte on huse ge-wunian ac on byregenen."
42008028,42,8,28,"Þa he ge-seah þanne hælend he astrehte hine to-foren him & cwæð. michelere stefne hremende. Hwæt is me & þe la hælend þas hehestan godes sune. Ic halsige þe þæt þu ne ðreage me."
42008029,42,8,29,"Þa bed he þam unclænen gaste. þæt he of þam men ferde. Soðlice lange tide he hine grap & he wæs mid raketeagen ge-bunden & mid fot-copsen ge-healden. & to-borstenen benden he wæs fram deofle on westen ge-lædd."
42008030,42,8,30,"Ða axoden se hælend hine hwæt is þin name. Ða cwæð he legio; þæt is on ure ge-þeode eored; for-þan-þe manege deofle on hine eodon."
42008031,42,8,31,"Ða bæden hyo hine þæt he heom ne bude þt hy on grund ne be-scuton."
42008032,42,8,32,"And þær wæs mycel heord swine on þam munte læsiendre. Ða bæden hio þæt he lefde heom on þam gan; þa lefde he heom."
42008033,42,8,33,"Þa eoden hyo of þam menn on þa swin. þa ferde se heord michelen raese on þane mere. & warð þær adruncen."
42008034,42,8,34,"Þa þa heorden þæt ge-seagen þa flugen hyo & kyddan on þa ceastre & on þa tunan."
42008035,42,8,35,"Ða eoden hio ut þæt hyo ge-seagen þt þær ge-worðen wæs. Þa comen hyo to þam hælende þa funden hyo þanne man þe deofel of eode ge-scridne & halen mode æt his fote. & hyo adredden heom."
42008036,42,8,36,"Ða kyddan heom þa þe ge-seagen hu he wæs hal ge-worden of þam heorde."
42008037,42,8,37,"Ða bæd hine eall syo manege þas rice gerasenorum þt he fram heom ge-wite. for þam hyo micelen eige ge-hæfte wæren. Ða wende he on scype on-gen."
42008038,42,8,38,"Ða bæð hine se man ðe se deofel of eode þæt he mid hym wunede. Þa for-let se hælend hine & cwæð to hym."
42008039,42,8,39,"wend to þinen huse. & kyd hu mycel god þe ge-don hæfð. Þa ferde he in to eall þa ceastre & kydde hu mycel se hælend him ge-don hæfde."
42008040,42,8,40,"Soðlice wæs ge-worðen þa se hælend agen com seo manege hine onfeng. ealle hyo on-bidan hys."
42008041,42,8,41,"Ænd þa com an man þæs name wæs jairus; se wæs þare ge-samnunge ealdor. Þa feoll he to þæs hælendes foten. & bæd hine þæt he ferde to his huse;"
42008042,42,8,42,"for-þan he hæfde ane dohter neoh on twelf wintre & syo forð-ferde. Ða ge-byrede hit. þa he ferde of þam manegen he wæs of-þrungen."
42008043,42,8,43,"Ða wæs sum wif of blodrine twelf gear. syo for-dælde on læces eall þæt hyo ahte. & ne mihte hire þeah of anygen beon ge-hæld."
42008044,42,8,44,"Ða ge-nehlahte hyo wið-æften. & æt-ran hys reafes flned (sic). Ða æt-stod sone þas blodes rine."
42008045,42,8,45,"Ða cwæð se hælend. hwæt ys se þe me ætran. þa hyo ealle æt-soken; þa cwæð petrus & þa þe mid hym wæren. eale hlaford þas manigeo þe þringað. & ge-swenced. & þu sægst hwa æt-ran me."
42008046,42,8,46,"Þa cwæð he sum me æt-ran. ic wiste þæt maing me of eode."
42008047,42,8,47,"Ða þæt wif ge-seah þæt hit him næs derne; hyo com forð. & astrehte hyo to his foten & ge-swutelede be-foren ealle folce. for hwilcen þingen hyo hine æt-hran. & hu hyo warð sone hall."
42008048,42,8,48,"Ða cwæð he to hire. Dohter þin ge-leafe þe hal ge-dyde. ga nu on sibbe."
42008049,42,8,49,"Him þa gyt sprecenden þa com sum man to þare ge-samnenge ealdre & cwæð to him; ne drece þu hine."
42008050,42,8,50,"Ða se hælend þæt word ge-hyrde he andswerede þas mædenes fader. Ne on-dræð þu þe. ge-lef witodlice. & hyo beod hal."
42008051,42,8,51,"Ænd þa he to þan huse com; ne let he nenne mid him in-gän buton petrum & Iohannem & Iacobum. & þas mædenes fæder & hire moder."
42008052,42,8,52,"Ða weopen hyo ealle & heofodon hyo. Ða cwæð he ne wepe ge. soðlice nis þis mæden dead ac hyo slepð."
42008053,42,8,53,"þa tælden hyo hine. & wiston þæt hyo deað wes."
42008054,42,8,54,"Ða nam he hire hand & cwæð. Mæden þe ic segge aris."
42008055,42,8,55,"Ða ge-hwarp hire gast agen & hyo sona aras. & he het hire syllan æten."
42008056,42,8,56,"Ða wundreden hire mages. þa bed he þan þæt hyo hit nanen menn ne sægdon. þæt þær ge-don wæs."
42009001,42,9,1,"Þa cleopede he to-gædere his twelf apostles & sealde heom mihte. & anweald ofer ealle deofel-seocnysse. & þæt adle hyo ge-healden."
42009002,42,9,2,"& he senð hy to bodienne godes rice. & un-trume gehælen."
42009003,42,9,3,"Ða cwæð he to heom. ne nyme ge nan þing on weige. ne gyrde ne cod ne hlaf ne feoh ne ge næbben twa tunecan."
42009004,42,9,4,"& on swa hwilce huse swa ge in gad wunied þær oððe ge ut-gan."
42009005,42,9,5,"& swa hwilce swa eow ne on-fod þanne ge of þare ceastre gad asacað eowre fota dust ofer hyo on witnysse."
42009006,42,9,6,"Ða ferden hyo þurh þa burga bodiende. & æghwær hælende."
42009007,42,9,7,"Ða ge-herde herodes se ferðen dæles rice ealle þa þing þe be him wæren ge-worðene. Ða tweonede him for-þan þe sume sægdon þt iohannes of deaðe aras"
42009008,42,9,8,"sume sædon þæt helias atewde. sume þæt an eald witega aras."
42009009,42,9,9,"Ða cwæð herodes. iohannem ich be-heafdede hwæt is þes. be hwam ic þellic ge-hire. Ða smægde he þæt he hine geseage."
42009010,42,9,10,"Ða cyððan hym þa apostles swa hwæt swa hyo dyden. Þa nam he hyo & ferde on-sunder on weste stowe syo is bethsaida."
42009011,42,9,11,"Ða þa manige þæt wisten þa felgeden hyo hym; þa onfeng he hyo & spræc to heom be godes rice. & þa he ge-hælde þa læcnunge be-þorten."
42009012,42,9,12,"Þa ge-wat se daig forð. & hyo twelfe neh-lacte hym. & sæden to hym. Læt þas manige þæt hyo faran on þas castelles. & on þas tunas þe her abuton sinde. & heom mete finden. for-þam we sinde her on westene stowe."
42009013,42,9,13,"þa cwæð he to heom. sylle ge heom etan. Ða cwæðen hyo we næbbeð buten fif hlafes. & twegen fixsas. buton we gan & us mete beggen & eallen þissen werede."
42009014,42,9,14,"þær wæren neh fif þusend were. þa cwæð he to hys leorning-cnihton. Ðoð þæt hyo sitten þurh ge-beorscypas fiftegum"
42009015,42,9,15,"& hyo swa dydon. & hyo ealle sæten."
42009016,42,9,16,"Ða nam he þa fif hlafes. & þa twegen fixas. & on þanne heofen be-seah & bletsode hyo & bræc. & dælde his leorning-cnihten. þæt hyo asetten hyo be-foran þam manigeo."
42009017,42,9,17,"Ða æten hyo ealle. & wurðen ge-fylde. & man nam þa ge-brute þe þær wære & fylde twelf kypan fulle."
42009018,42,9,18,"Ða wæs ge-worðen þa se hælend wæs ane hine ge-biddende. his leorning-cnihtes wæren mid him. Ða axsode he hyo. hwæt sægð þis folc þæt ich syo."
42009019,42,9,19,"Ða andsweredon hyo & cwæðen. Iohannes baptistam. sume Heliam. sume þæt sum witege of þam ealden aras."
42009020,42,9,20,"Ða saigde he heom. hwæt segge ge þæt ich syo. Þa andswerede petrus. þu ert crist godes sune."
42009021,42,9,21,"þa þreadde he hyo & bæd. þæt hyo hit nanen men ne saigden."
42009022,42,9,22,"for-þam-þe hit ge-byred þæt mannes sune fele þinge þolie. & beo aworpen fram ealdren mannen. & fram boker. & beon of-slagen. & ðridden daige arisan."
42009023,42,9,23,"Þa cwæð he to eallen. Gyf hwa wile æfter me cuman; æt-sake hine sylfne. & nime his cwelminge & me folgie."
42009024,42,9,24,"Se þe wile his sawle hæle ge-don; se hyo for-spilð. Witodlice se þe his sawle for me for-spilð. he hyo ge-hæleð."
42009025,42,9,25,"hwæt fremed anig men þeah he alne midden-eard on ehte be-geote. & hine sylfne for-spille. and his for-wurd werche."
42009026,42,9,26,"Se þe me & mine spæce for-sihð. þanne mannes sune for-sihð þane He kemð on his magen-þrimnesse & his fader & halgra ængle."
42009027,42,9,27,"Ic segge eow soðlice he (sic) sende sume standende þe deade ne wurðað ær hyo godes rice ge-seon."
42009028,42,9,28,"Ða wæs ge-worðen æfter þam worden neoh ehte dagas. þæt he nam petrum. & Iohannem. & Iacobum. & eode on enne munt. þæt he hine ge-bæde."
42009029,42,9,29,"Ða he hine ge-bæd þa wæs his ansiene ge-worðen oðres hiowes. & his reaf hwit scynende."
42009030,42,9,30,"Ða spæken twegen weres wið hine. moyses & helias."
42009031,42,9,31,"ge-sogene on magen-þrimnesse. & sæden his witendnysse þe he to ge-fellende wæs on ierusalem."
42009032,42,9,32,"Petrus & þa þe mid him wæren wurðen mid slape ge-hefegede. And þa hyo on-wakeden; hyo ge-seagen his maing-þrim. & twegen weres þe mid hym stoden."
42009033,42,9,33,"And hyo hym fram eoden; petrus cwæð to him. Eala be-beodend; god is þæt we her beon. & uten wercan þreo eardung-stowen ane þe. & ane moysese. & ane helie. & he nyste hwæt he cwæð."
42009034,42,9,34,"Þa he þis spæc; þa warð ge-nip & ofer-scadede hyo. & hyo on-drædden him gangende on þæt ge-nip."
42009035,42,9,35,"Ða com stefn of þam ge-nip & cwæð. Þes is min leofa sune ge-hered hine."
42009036,42,9,36,"Ða seo stefen wæs ge-hyrd. þa wæs se hælend ge-met äne; & hyo swegedon. & ne sæden nanen men on þam daige nan þing. þas þe hyo ge-sægen."
42009037,42,9,37,"Oðren daige him of þan munte farende hym agen arn mycel manegeo."
42009038,42,9,38,"þa cleopede an wer of þare manigeo & cwæð. Lareow ic hælsige þe ge-seoh minne sune. for-þan he ys min anliche sune."
42009039,42,9,39,"& nu se un-clæne gast hine æt-rind; & he færlice hrimd. & for-nymd hine. & fæmð. & hine tyrð. & slit;"
42009040,42,9,40,"& ic bæd þine leorning-cnihtes þæt hyo hine ut adrifen & hyo ne mihton."
42009041,42,9,41,"Ða cwæð se hælend him to andswere. Eala un-ge-leafulle & þwore cneores. Swa lange swa ic beo mid eow. & eow þolie. læd hider þinne sune."
42009042,42,9,42,"And he þa lædde hine him to; se deofol hine nam & for-dyde. Ða nædde se hælend þanne unclæne gast ut. & ge-hælde þanne cnapan. & agef hine his fæder."
42009043,42,9,43,"Ða wundredon hyo ealle be godes mærðe. & eallen wundrenden be þam þingen; þe ge-wurðen ware. He cwæd to his leorning-cnihten."
42009044,42,9,44,"Asetteð þas spræce on eowren heorten; hit is to-ward þæt mannes sune syo ge-seald on mannes handen."
42009045,42,9,45,"Þa þohten hyo þis word. & hit wæs be-wrigen be-foren heom þæt hyo hit ne on-geaton. & hyo ne dorsten hine be þam worde ahsian."
42009046,42,9,46,"Soðlice þæt þanc eode on hyo hwilc heora yldest wære."
42009047,42,9,47,"Þa se hælend þis ge-hyrde he ge-seah here heortan ge-þances he ge-sette þanne cnapen wið hine;"
42009048,42,9,48,"& cwæð to heom. Se þe þisne cnape on minen naman on-fehð; he on-fehð me. & se þe on-fehð me; he on-fehð þane þe me sente. Witodlice se þe is læst be-tweox eow ealle; se is mara."
42009049,42,9,49,"Þa andswerede Iohannes. be-beodend we ge-seage sumne on þinen naman deofel-seocnysse ut-drifende. & we hine for-buden; for-þam he mid üs ne fylgieð."
42009050,42,9,50,"Ða cwæð he ne for-beode ge. Se þe nis on-gean eow se is forð mid eow."
42009051,42,9,51,"Soðlice wæs ge-worðen þa hys anfengen dages wæren ge-worðene ge-fellede; he ge-tremede his ansiene þt he ferde to ierusalem."
42009052,42,9,52,"Þa sente he boden be-foren his ansiene. þa eoden hyo on þa cestre Samaritanorum þæt hyo him ge-gearewedon."
42009053,42,9,53,"& hyo ne on-fengen hine for-þam þe he wolde faran to ierusalem."
42009054,42,9,54,"Ða his leorning-cnihtes þæt ge-herden. Iacobus. & Iohannes. þa cwæðen hyo. Drihten wilt þu þt we seggen þæt fer cume of heofene & for-nyme hyo."
42009055,42,9,55,"& he be-wente hine & hyo þreatede."
42009056,42,9,56,"& hyo ferde on oðerne castel."
42009057,42,9,57,"Þa hyo ferden on wëi sume him to cwæðe. Ic felgie þe swa hwider swa þu ferst."
42009058,42,9,58,"Ða cwæð se hælend. foxas hæbbeð hole. & heofene fugeles nystas. soðlice mannes sune næfð hwær he hys heafed ahylde."
42009059,42,9,59,"Ða cwæð he to oðren felgieð me. Ða cwæð he drihten alyf me ærest berien minne fader."
42009060,42,9,60,"Þa cwæð se hælend. læt þa deade berigen heora deaden. ga þu & bode godes rice."
42009061,42,9,61,"Ða cwæð se oðer. ic felgie þe drihten. æc læt me arest hit kyðan þam þe æt ham synden."
42009062,42,9,62,"Ða cwæð se hælend hyem to. nan man þe his hand asett on his slulh (sic) & on his bæch be-sihð. nis and-fenge godes rice."
42010001,42,10,1,"After þan se hælend ge-mearcude oðre twa and hund-seofentig. & sente hyo twam & twam beforan his ansiene on ælce ceastre & stowe þe he to cumenne wæs."
42010002,42,10,2,"& cwæð to heom her is micel rip & feawe wirhtan byddeð þas ripes hlaford þt he sende wirhten to his ripe."
42010003,42,10,3,"Fared nu; nu ich eow sende swa swa lamb be-twux wulfes."
42010004,42,10,4,"Ne bere ge sech. ne cod. ne ne scy (sic). ne nenne man be weige ne greteð."
42010005,42,10,5,"On swa hwilce huse swa ge in-gad; cweðed arest. sib syo þisse hiwrædene."
42010006,42,10,6,"And gyf þær beoð sibbe bearn. reste þær eower sibbe. Gif hit elles syo. & hyo syo to eow ge-cerred;"
42010007,42,10,7,"wunieð on þam ylcan huse & etad & drinkeð þa þing þe hyo hæbbeð on þam ilken huse. Sodlice se werchte is his mede wurðe. Ne fare ge fram huse to huse."
42010008,42,10,8,"ac on swa hwilce ceastre ge in-gað & hyo eow on-foð. æteð þæt eow æt-foren aset is."
42010009,42,10,9,"& ge-hæleð þa utrumen þe on þam huse sende. & seggað heom; godes rice to eow geneohlaeceð."
42010010,42,10,10,"on swa hwilce ceastre swa ge ingað; & hyo ne on-foð eow; gað on heore stræte & cwedeð."
42010011,42,10,11,"Ðæt dust þæt of eowre ceastre on uren foten clefede. we dreigeð on eow. witeð þeah þt godes rice neohlæceð."
42010012,42,10,12,"Ich eow segge þæt sodome-wæren on þam dagen beoð for-geofendlicere þanne þare ceastre ge-ware."
42010013,42,10,13,"Wa þe corozaim wa þe bethsaida. for-þam gyf on tire & on sidone ge-worðene wæren þa manege þe on eow ge-done synde. ge-fern hyo on heren. & on escan reowsunge dydon."
42010014,42,10,14,"Þeah-hwæðere tyre & sydone on þam daige beoð for-geofendlicere þanne eow."
42010015,42,10,15,"Ænd þu capharnaum oð heofen up-ahafen; þu beost oð helle be-senceð."
42010016,42,10,16,"Me ge-hyrð se þe eow ge-herð. & me ofer-hugeð; se þe eow ofer-hugeð. se þe me ofer-hugeð; he ofer-hugeð þane þe me sente."
42010017,42,10,17,"þa ge-cyrde þa twa & hund-sefentig mid ge-fean & cwæðen. Drihten deofel-seocnysse us synden on þinen namen under-þeode."
42010018,42,10,18,"Þa saide he heom. ic ge-seah satana swa swa legeræsc of heofene fallende."
42010019,42,10,19,"& nu ich sealde eow anweald to tredenne ofer næddren & snaken & ofer ælc feondes mægen & nan þing eow ne dereð."
42010020,42,10,20,"Ðah-hwæðere ne blissie ge on þam þe eow sende gastes under-þedde. Ge-blissieð þæt eower nämen synden on heofene a writene."
42010021,42,10,21,"On þare tide he on halgen gaste blissede & cwæð. Ich andette þe fæder. drihten heofenes & eorðan. for-þan-þe þu þas þing wisen & gleawen be-heddest. & litlengen un-awruge. for-þam hit be-foran þe swa gelicode."
42010022,42,10,22,"Ealle þing me synde fram mine fader ge-sealde. & namman nat hwilc is se sune buton se fæder. ne hwilc sye se fæder buton se sune. & se þe se sune hit un-awreon wile."
42010023,42,10,23,"Þa cwæð he to his leorning-cnihton be-wend. Eadig synð þa eagen þe ge-seoð þa þing þe ge ge-seoð."
42010024,42,10,24,"Soðlice ich eow segge þæt manige witegan & kynges wolden ge-seon þæt þæt ge ge-seoð. & hi hit ne ge-seagen. & wolden ge-heren þæt ge ge-hereð & hi hit ne ge-herdon."
42010025,42,10,25,"Ða aras sum ægleow man & fandede his & cwæð. Lareow hwæt do ic þæt ich eche lif hæbbe."
42010026,42,10,26,"Ða cwæð he to him. hwæt is ge-writen on þare lage. hu ræstdst (sic) þu."
42010027,42,10,27,"Ða andswerede he. Lufe drihten þinne god. on ealre þinre heorte. & on alre þinre sawle. & on eallen þinen mihte. & of eallen þinen magene. & þine nehstan swa swa þe sylfne."
42010028,42,10,28,"Ða cwæð he. rihte þu andsweredest. do þæt. þanne lefest þu."
42010029,42,10,29,"Ða cwæð he to þam hælende. & wolde hine selfne rihtwisian. And hwilc is min nehsta."
42010030,42,10,30,"Ða cwæð se hælend hine up be-seonde. Sum man ferde fram ierusalem to ierico. & be-com on þam scaðan. þa hine be-reafeden. & tintregedon hine & for-læten hine samcweocne."
42010031,42,10,31,"Þa ge-byrede hit. þæt sum sacerde ferde on þan ylken weige. & þa he þæt ge-seah he hine for-beah."
42010032,42,10,32,"& eall swa se diacone. þa he wæs wið þa stowe. & þæt ge-seah he hine eac for-beah."
42010033,42,10,33,"Ða ferde sum samaritanisc man wið hine. þa he hine ge-seah. þa warð he mid mild-heortnysse ofer hine astyred."
42010034,42,10,34,"Ða ge-nehlahte he & wrad his wunden. & þron geat ele & win. & hine on his neten sette. & ge-lædde on his læche-hus & hine læcnede."
42010035,42,10,35,"& brohte oðren daige twegen paneges & sealde þam læce & þus cwæð. Begeam his. & swa hwæt swa þu mare to ge-dest; þanne ich cume ich hit for-gelde þe."
42010036,42,10,36,"hwilc þare þreora þincd þe þæt syo þæs mæg þe on þa scaðan be-feoll."
42010037,42,10,37,"Ða cwæð he. se þe him mildheortnysse on dæde. Ða cwæð se hælend; ga & do eal-swa."
42010038,42,10,38,"Soðlice hit wæs ge-worden þa hyo ferden se hælend eode on sum castel. & sum wif on name martha on-feng hine on hire huse."
42010039,42,10,39,"& þare swuster wæs Marie seo eac sæt wið þas hælendes fet. & his word ge-hyrde."
42010040,42,10,40,"Soðlice martha geornlice him þenode. Ða stod hyo & cwæð. drihten nis þe nan care þæt min swuster læt me anlepige þenian. sege hire þæt hyo felste me."
42010041,42,10,41,"Ða cwæð se hælend; martha martha geornfull þu ert & emb fele þinge ge-drefed."
